id,H,T,MWDIR
202105210133.jpg,0.04,2.53,276.0
202106170033.jpg,0.33,3.75,999.0
202106041233.jpg,0.28,2.73,999.0
202107271133.jpg,0.13,99.0,343.0
202107281233.jpg,0.22,3.41,351.0
202106251833.jpg,0.21,2.78,999.0
202107270133.jpg,0.14,99.0,245.0
202106041933.jpg,0.36,3.11,999.0
202107080133.jpg,0.6,5.77,350.0
202106261533.jpg,0.48,3.35,999.0
202107011433.jpg,1.03,4.32,11.0
202107152233.jpg,0.31,2.72,14.0
202106011633.jpg,0.11,99.0,999.0
202107030033.jpg,0.59,5.26,19.0
202106010133.jpg,0.11,2.25,999.0
202105271533.jpg,1.65,5.31,999.0
202107101133.jpg,0.29,2.01,42.0
202106082033.jpg,0.14,99.0,999.0
202106241433.jpg,0.43,2.37,999.0
202107281833.jpg,0.13,4.69,228.0
202107111133.jpg,0.71,4.26,17.0
202105172233.jpg,0.1,99.0,99.0
202106272133.jpg,0.27,2.33,999.0
202105101733.jpg,1.06,4.26,87.0
202107230033.jpg,0.22,99.0,174.0
202106061133.jpg,0.13,2.07,999.0
202107040133.jpg,0.28,2.83,259.0
202106092133.jpg,0.25,2.51,999.0
202105102233.jpg,0.73,3.82,87.0
202105122133.jpg,0.16,2.77,78.0
202106251533.jpg,0.32,3.28,999.0
202106221933.jpg,0.2,5.26,999.0
202107121333.jpg,0.34,4.29,1.0
202107271533.jpg,0.2,99.0,297.0
202105311633.jpg,0.14,2.35,999.0
202107111833.jpg,0.52,4.03,21.0
202107131933.jpg,0.13,3.16,14.0
202107200133.jpg,0.09,2.43,341.0
202107151733.jpg,0.16,3.19,341.0
202107092233.jpg,0.28,4.51,353.0
202107172033.jpg,0.7,4.11,22.0
202105150033.jpg,0.09,3.1,292.0
202105301833.jpg,0.23,4.2,999.0
202107281533.jpg,0.14,99.0,81.0
202106081233.jpg,0.06,4.06,999.0
202107251133.jpg,0.12,2.26,121.0
202106241733.jpg,0.21,3.13,999.0
202106112033.jpg,0.09,99.0,999.0
202106270133.jpg,0.31,2.84,999.0
202106241333.jpg,0.51,2.93,999.0
202106281433.jpg,0.15,4.41,999.0
202107091133.jpg,0.85,4.17,14.0
202105232033.jpg,0.14,99.0,193.0
202107180133.jpg,0.75,4.45,8.0
202105272133.jpg,1.23,7.14,999.0
202106031433.jpg,0.09,2.49,999.0
202106062033.jpg,0.23,2.03,999.0
202106041533.jpg,0.22,2.73,999.0
202105241233.jpg,0.43,5.36,354.0
202107011733.jpg,1.48,5.51,6.0
202107181333.jpg,0.39,4.23,30.0
202107061533.jpg,0.16,2.36,243.0
202106051733.jpg,0.3,2.73,999.0
202106172034.jpg,0.15,99.0,999.0
202105230133.jpg,0.16,99.0,77.0
202107091233.jpg,0.69,5.09,9.0
202107012233.jpg,1.53,7.06,7.0
202105141633.jpg,0.09,2.11,352.0
202107160033.jpg,0.32,3.05,18.0
202105311433.jpg,0.16,2.29,999.0
202105300133.jpg,0.59,4.88,999.0
202107010033.jpg,0.04,3.11,999.0
202106182033.jpg,0.14,2.69,999.0
202105261433.jpg,0.16,2.42,999.0
202106300033.jpg,0.1,99.0,999.0
202106131233.jpg,0.57,4.08,999.0
202107162233.jpg,0.83,4.73,14.0
202106171633.jpg,0.14,99.0,999.0
202106232133.jpg,0.23,99.0,999.0
202105271433.jpg,1.53,5.0,999.0
202105162233.jpg,0.13,2.57,345.0
202107101833.jpg,0.25,2.34,43.0
202107241433.jpg,0.35,2.53,238.0
202106222233.jpg,0.2,5.22,999.0
202105081833.jpg,0.29,2.6,66.0
202106110133.jpg,0.12,99.0,999.0
202106151333.jpg,0.43,3.68,999.0
202107251933.jpg,0.14,3.64,172.0
202105121533.jpg,0.3,2.62,79.0
202106051333.jpg,0.23,2.27,999.0
202105271333.jpg,1.22,5.22,999.0
202105211333.jpg,0.19,2.13,200.0
202107021733.jpg,0.66,4.17,350.0
202105090033.jpg,0.35,2.46,73.0
202105161333.jpg,0.1,2.04,236.0
202107282033.jpg,0.15,2.14,219.0
202106011833.jpg,0.14,4.65,999.0
202107101933.jpg,0.28,2.54,55.0
202106021733.jpg,0.26,2.37,999.0
202107161433.jpg,0.38,3.37,351.0
202106271633.jpg,0.28,3.39,999.0
202106102233.jpg,0.16,99.0,999.0
202106151433.jpg,0.47,3.43,999.0
202107232233.jpg,0.11,2.15,14.0
202106291433.jpg,0.12,2.16,999.0
202107020133.jpg,1.47,5.83,16.0
202105262233.jpg,0.19,2.17,999.0
202105261133.jpg,0.17,2.27,999.0
202105261933.jpg,0.19,99.0,999.0
202106221733.jpg,0.27,5.04,999.0
202106031233.jpg,0.09,2.74,999.0
202107191333.jpg,0.18,2.87,48.0
202107122133.jpg,0.41,3.97,7.0
202106031733.jpg,0.07,99.0,999.0
202107171133.jpg,0.7,4.0,17.0
202105091633.jpg,0.63,3.29,16.0
202107091433.jpg,0.45,4.48,335.0
202107161733.jpg,0.64,3.47,357.0
202106282233.jpg,0.1,99.0,999.0
202105202233.jpg,0.06,2.27,240.0
202106021933.jpg,0.18,2.57,999.0
202107242233.jpg,0.29,2.75,301.0
202106141933.jpg,0.55,4.62,999.0
202107041633.jpg,0.2,2.46,131.0
202106061333.jpg,0.16,99.0,999.0
202106131933.jpg,0.22,3.21,999.0
202105150133.jpg,0.07,99.0,235.0
202107171833.jpg,0.6,4.29,34.0
202105171533.jpg,0.05,4.2,194.0
202105181933.jpg,0.13,99.0,82.0
202105101633.jpg,1.0,4.13,92.0
202105191533.jpg,0.29,2.63,234.0
202107251433.jpg,0.19,2.27,132.0
202105311833.jpg,0.19,2.15,999.0
202106141333.jpg,0.84,5.77,999.0
202107022133.jpg,0.69,4.62,20.0
202107171633.jpg,0.61,4.14,22.0
202106011733.jpg,0.14,3.32,999.0
202106242133.jpg,0.31,2.26,999.0
202107062133.jpg,0.29,2.68,257.0
202106130133.jpg,0.31,4.41,999.0
202107211633.jpg,0.56,6.12,323.0
202106050033.jpg,0.39,2.67,999.0
202106022033.jpg,0.18,2.73,999.0
202107260133.jpg,0.15,99.0,268.0
202106161733.jpg,0.5,3.24,999.0
202105301733.jpg,0.24,3.92,999.0
202105101433.jpg,0.97,4.14,78.0
202105181233.jpg,0.24,99.0,215.0
202107181233.jpg,0.37,3.95,20.0
202105271933.jpg,1.2,6.0,999.0
202106261633.jpg,0.43,3.53,999.0
202106111533.jpg,0.1,2.91,999.0
202105261233.jpg,0.17,2.13,999.0
202107081633.jpg,1.1,5.26,20.0
202107071233.jpg,0.45,5.88,344.0
202106081133.jpg,0.06,3.35,999.0
202105171233.jpg,0.05,4.18,58.0
202106302133.jpg,0.07,5.36,999.0
202106290033.jpg,0.11,4.08,999.0
202106021233.jpg,0.17,99.0,999.0
202105281233.jpg,2.05,7.32,999.0
202105200033.jpg,0.09,99.0,4.0
202105111133.jpg,0.63,4.28,76.0
202105311533.jpg,0.19,2.3,999.0
202106142033.jpg,0.47,4.0,999.0
202107231933.jpg,0.21,99.0,28.0
202106010033.jpg,0.15,2.46,999.0
202107210133.jpg,0.84,4.92,18.0
202107290133.jpg,0.22,2.29,257.0
202106161433.jpg,0.57,4.03,999.0
202106252233.jpg,0.08,2.57,999.0
202107031333.jpg,0.32,3.41,307.0
202106260033.jpg,0.18,2.54,999.0
202107031733.jpg,0.27,3.11,318.0
202107020033.jpg,1.34,5.51,22.0
202107252133.jpg,0.09,2.4,298.0
202106080033.jpg,0.05,4.38,999.0
202107071633.jpg,0.48,5.31,342.0
202107052233.jpg,0.42,3.21,267.0
202105311933.jpg,0.27,2.27,999.0
202106071233.jpg,0.07,99.0,999.0
202107061333.jpg,0.18,2.62,260.0
202107151933.jpg,0.22,99.0,48.0
202106181133.jpg,0.29,3.95,999.0
202106171933.jpg,0.24,99.0,999.0
202105111333.jpg,0.55,4.26,73.0
202107151433.jpg,0.17,2.69,321.0
202106160133.jpg,1.09,5.83,999.0
202105231233.jpg,0.09,2.08,344.0
202106061533.jpg,0.3,2.07,999.0
202106291833.jpg,0.15,99.0,999.0
202105171433.jpg,0.05,2.41,231.0
202107121633.jpg,0.48,4.23,13.0
202107221533.jpg,0.17,4.41,327.0
202107181833.jpg,0.39,3.19,47.0
202107091333.jpg,0.55,4.0,6.0
202106061833.jpg,0.24,2.28,999.0
202105090133.jpg,0.4,2.34,83.0
202105231133.jpg,0.12,99.0,227.0
202105081933.jpg,0.43,2.64,232.0
202107132233.jpg,0.11,2.66,339.0
202106262133.jpg,0.31,2.58,999.0
202107141333.jpg,0.24,99.0,213.0
202106281633.jpg,0.17,3.08,999.0
202106131733.jpg,0.31,3.55,999.0
202106151533.jpg,0.47,3.68,999.0
202107021633.jpg,0.69,3.77,6.0
202107222133.jpg,0.1,4.06,326.0
202107250033.jpg,0.17,2.73,302.0
202105211533.jpg,0.19,99.0,256.0
202107271233.jpg,0.14,2.03,353.0
202106231133.jpg,0.61,4.08,999.0
202105292133.jpg,1.11,5.26,999.0
202105151333.jpg,0.15,99.0,195.0
202106301433.jpg,0.09,99.0,999.0
202106111133.jpg,0.08,2.16,999.0
202105201533.jpg,0.2,99.0,159.0
202106052233.jpg,0.21,2.52,999.0
202105160133.jpg,0.07,99.0,255.0
202107141633.jpg,0.34,2.33,225.0
202105301633.jpg,0.28,4.48,999.0
202107241733.jpg,0.46,3.03,262.0
202106271833.jpg,0.25,2.73,999.0
202107251833.jpg,0.16,2.87,85.0
