id, H, T, MWDIR
201308281403.jpg,0.41,3.06,307.00
201308281603.jpg,0.63,3.34,358.00
201308281804.jpg,0.85,4.15,4.00
201308282003.jpg,0.82,4.92,349.00
201308282204.jpg,0.85,4.76,356.00
201308290003.jpg,0.86,4.79,327.00
201308291203.jpg,0.41,4.25,14.00
201308291403.jpg,0.34,4.28,346.00
201308291603.jpg,0.30,3.96,7.00
201308291804.jpg,0.30,4.20,-1.00
201308302004.jpg,0.13,2.04,182.00
201308302204.jpg,0.11,2.12,17.00
201308310004.jpg,0.14,2.19,169.00
201308311203.jpg,0.98,5.84,25.00
201308311403.jpg,0.84,6.38,15.00
201308311604.jpg,0.75,5.82,14.00
201308311804.jpg,0.69,5.63,12.00
201308312003.jpg,0.68,5.65,13.00
201308312204.jpg,0.65,5.20,8.00
201309010004.jpg,0.68,5.03,14.00
201309011203.jpg,0.37,3.80,12.00
201309011403.jpg,0.35,3.69,356.00
201309011603.jpg,0.36,2.96,10.00
201309011804.jpg,0.30,3.14,358.00
201309012003.jpg,0.28,3.35,18.00
201309012204.jpg,0.27,3.35,5.00
201309020004.jpg,0.21,2.48,142.00
201309021203.jpg,1.39,4.16,0.00
201309021404.jpg,1.19,4.70,352.00
201309021603.jpg,1.08,5.27,6.00
201309021804.jpg,0.99,5.34,5.00
201309022004.jpg,0.85,5.48,4.00
201309022203.jpg,1.21,5.59,0.00
201309030004.jpg,1.49,5.04,11.00
201309031204.jpg,0.73,5.95,358.00
201309031403.jpg,0.71,5.14,352.00
201309031603.jpg,0.72,5.27,16.00
201309031804.jpg,0.73,5.23,22.00
201309032004.jpg,0.85,5.09,28.00
201309032204.jpg,0.85,4.92,19.00
201309040004.jpg,0.62,5.31,25.00
201309041203.jpg,0.55,2.60,0.00
201309041403.jpg,0.70,3.44,90.00
201309041604.jpg,0.65,3.46,293.00
201309041804.jpg,0.47,3.35,282.00
201309042004.jpg,0.28,3.09,289.00
201309042204.jpg,0.19,2.87,322.00
201309051204.jpg,0.58,3.63,20.00
201309051403.jpg,0.79,4.18,13.00
201309051603.jpg,0.92,4.30,29.00
201309051804.jpg,1.06,4.97,8.00
201309052003.jpg,0.99,5.37,9.00
201309052204.jpg,0.89,5.05,338.00
201309060004.jpg,0.91,5.02,180.00
201309061203.jpg,0.49,2.28,168.00
201309061403.jpg,0.47,2.39,171.00
201309061604.jpg,0.37,2.14,185.00
201309062134.jpg,0.13,2.18,154.00
201309070004.jpg,0.11,2.46,-1.00
201309071203.jpg,0.36,2.24,233.00
201309071403.jpg,0.45,2.40,-1.00
201309071604.jpg,0.25,2.46,-1.00
201309071804.jpg,0.29,2.24,10.00
201309072004.jpg,0.20,2.18,169.00
201309072204.jpg,0.26,2.17,-1.00
201309080004.jpg,0.21,2.39,275.00
201309081203.jpg,0.63,3.19,-1.00
201309081403.jpg,0.80,4.16,357.00
201309081604.jpg,0.80,5.78,16.00
201309081803.jpg,0.88,6.65,59.00
201309082003.jpg,0.95,6.50,0.00
201309082204.jpg,0.96,5.92,10.00
201309090004.jpg,0.81,5.90,4.00
201309091203.jpg,0.43,2.35,270.00
201309091403.jpg,0.38,2.16,176.00
201309100004.jpg,0.19,2.32,240.00
201309101204.jpg,0.36,2.63,266.00
201309101404.jpg,0.37,2.56,270.00
201309101603.jpg,0.27,2.59,263.00
201309101804.jpg,0.21,2.48,250.00
201309102003.jpg,0.20,2.20,267.00
201309102204.jpg,0.37,2.91,67.00
201309110005.jpg,0.39,3.41,276.00
201309111204.jpg,0.46,3.19,261.00
201309111404.jpg,0.39,2.94,-1.00
201309111603.jpg,0.25,2.63,269.00
201309111804.jpg,0.18,2.47,250.00
201309112004.jpg,0.30,2.14,352.00
201309112203.jpg,0.33,2.60,0.00
201309120004.jpg,0.38,3.05,352.00
201309121204.jpg,0.56,2.81,320.00
201309121404.jpg,0.65,3.79,23.00
201309121603.jpg,0.58,3.85,13.00
201309121803.jpg,0.43,4.01,19.00
201309122004.jpg,0.51,3.78,9.00
201309122203.jpg,1.17,3.79,3.00
201309130004.jpg,2.02,4.92,-1.00
201309131203.jpg,2.93,6.73,19.00
201309131404.jpg,2.49,6.56,74.00
201309131603.jpg,2.50,6.72,58.00
201309131804.jpg,2.28,7.35,14.00
201309132004.jpg,2.90,7.13,0.00
201309132204.jpg,2.76,5.93,13.00
201309140004.jpg,2.03,6.48,24.00
201309141204.jpg,0.74,5.64,12.00
201309141403.jpg,0.61,5.75,1.00
201309141603.jpg,0.44,4.87,2.00
201309141804.jpg,0.37,4.62,5.00
201309142003.jpg,0.28,4.71,359.00
201309142204.jpg,0.23,5.23,326.00
201309150004.jpg,0.22,3.76,351.00
201309151203.jpg,0.41,2.44,214.00
201309151403.jpg,0.50,2.51,-1.00
201309151603.jpg,0.34,2.47,249.00
201309151803.jpg,0.18,2.15,249.00
201309152003.jpg,0.24,2.05,-1.00
201309152203.jpg,0.57,2.83,72.00
201309160004.jpg,0.38,2.99,55.00
201309161203.jpg,2.04,6.99,343.00
201309161403.jpg,1.92,6.55,9.00
201309161603.jpg,1.86,6.73,16.00
201309161804.jpg,1.59,6.83,342.00
201309162003.jpg,1.46,6.30,7.00
201309162204.jpg,1.48,6.53,5.00
201309170004.jpg,1.39,5.71,9.00
201309171204.jpg,0.57,2.46,140.00
201309171403.jpg,0.47,2.36,147.00
201309171603.jpg,0.36,2.05,-1.00
201309180004.jpg,0.33,2.24,63.00
201309181203.jpg,0.32,2.03,167.00
201309181404.jpg,0.35,2.17,199.00
201309181803.jpg,0.25,2.09,254.00
201309182204.jpg,0.22,2.11,215.00
201309190005.jpg,0.26,2.07,246.00
201309191203.jpg,0.36,2.43,172.00
201309191403.jpg,0.31,2.00,133.00
201309191804.jpg,0.48,2.59,152.00
201309192003.jpg,0.37,2.06,132.00
201309192204.jpg,0.63,2.53,-1.00
201309200004.jpg,0.53,2.47,0.00
201309201204.jpg,0.46,3.07,266.00
201309201403.jpg,0.54,3.18,281.00
201309201603.jpg,0.44,3.20,269.00
201309201804.jpg,0.42,3.28,0.00
201309201933.jpg,0.38,3.16,269.00
201309202204.jpg,0.34,2.81,287.00
201309210004.jpg,0.61,3.20,278.00
201309211204.jpg,1.83,5.45,325.00
201309211404.jpg,2.00,5.80,347.00
201309211603.jpg,2.72,6.64,335.00
201309211804.jpg,1.84,6.32,329.00
201309212004.jpg,1.79,6.48,1.00
201309212204.jpg,1.66,6.11,0.00
201309220004.jpg,1.56,5.77,8.00
201309221204.jpg,0.83,5.23,18.00
201309221403.jpg,0.87,5.96,15.00
201309221603.jpg,0.80,5.19,11.00
201309221803.jpg,0.80,5.37,17.00
201309222004.jpg,0.72,5.37,21.00
201309222203.jpg,0.76,5.02,356.00
201309230004.jpg,0.71,4.80,7.00
201309231204.jpg,0.55,3.59,38.00
201309231403.jpg,0.51,3.20,41.00
201309231603.jpg,0.40,3.28,33.00
201309231804.jpg,0.28,2.99,28.00
201309232003.jpg,0.24,3.34,17.00
201309232203.jpg,0.43,2.17,24.00
201309241204.jpg,0.50,2.30,129.00
201309241403.jpg,0.44,2.28,141.00
201309241603.jpg,0.33,2.06,138.00
201309242003.jpg,0.39,2.03,43.00
201309242203.jpg,0.64,2.43,257.00
201309250004.jpg,0.52,2.92,16.00
201309251204.jpg,0.39,2.18,104.00
201309251404.jpg,0.33,2.13,67.00
201309251603.jpg,0.28,2.26,-1.00
201309251804.jpg,0.39,2.05,-1.00
201309252003.jpg,0.48,2.61,41.00
201309252203.jpg,0.61,2.77,180.00
201309260004.jpg,0.73,3.20,0.00
201309261203.jpg,0.35,3.92,37.00
201309261404.jpg,0.34,3.87,2.00
201309261603.jpg,0.32,3.59,23.00
201309261734.jpg,0.27,3.49,15.00
201309262004.jpg,0.33,2.26,270.00
201309262139.jpg,0.46,2.45,28.00
201309270004.jpg,0.42,2.86,23.00
201309271204.jpg,0.38,2.17,129.00
201309271404.jpg,0.37,2.12,165.00
201309271603.jpg,0.34,2.10,154.00
201309280004.jpg,0.10,2.09,97.00
201309281204.jpg,0.37,2.13,155.00
201309281403.jpg,0.33,2.00,159.00
201309281804.jpg,0.38,2.21,186.00
201309282004.jpg,0.38,2.14,212.00
201309282204.jpg,0.36,2.25,270.00
201309291203.jpg,1.42,5.42,5.00
201309291403.jpg,1.33,5.39,11.00
201309291603.jpg,1.09,5.58,357.00
201309291804.jpg,1.08,5.45,180.00
201309292004.jpg,0.92,5.36,2.00
201309292203.jpg,0.76,5.34,14.00
201309300004.jpg,0.70,5.19,21.00
201309301204.jpg,0.31,3.93,10.00
201309301403.jpg,0.31,2.29,213.00
201310011203.jpg,0.52,2.95,-1.00
201310011403.jpg,0.52,3.05,88.00
201310011604.jpg,0.55,2.94,83.00
201310011804.jpg,0.42,2.66,0.00
201310012003.jpg,0.45,2.35,234.00
201310012203.jpg,0.51,3.08,259.00
201310021204.jpg,0.16,2.30,-1.00
201310021404.jpg,0.31,2.26,-1.00
201310021604.jpg,0.36,2.50,14.00
201310021804.jpg,0.39,2.59,24.00
201310021934.jpg,0.39,2.75,-1.00
201310022104.jpg,0.34,2.81,22.00
201310031804.jpg,0.26,2.28,-1.00
201310041203.jpg,0.25,2.40,-1.00
201310041403.jpg,0.30,2.17,239.00
201310041604.jpg,0.25,2.44,245.00
201310041803.jpg,0.17,2.62,-1.00
201310042003.jpg,0.12,2.44,-1.00
201310042204.jpg,0.09,2.38,-1.00
201310051203.jpg,0.36,5.25,353.00
201310051403.jpg,0.38,4.05,24.00
201310051603.jpg,0.34,4.18,60.00
201310051804.jpg,0.27,7.29,153.00
201310052003.jpg,0.26,6.55,252.00
201310052204.jpg,0.35,2.01,170.00
201310061204.jpg,0.90,4.57,136.00
201310061604.jpg,0.53,3.28,315.00
201310061804.jpg,0.43,3.31,-1.00
201310061934.jpg,0.37,3.28,203.00
201310062204.jpg,0.73,3.05,256.00
201310071204.jpg,1.48,4.48,300.00
201310071404.jpg,1.52,4.45,291.00
201310071603.jpg,2.03,4.76,270.00
201310071804.jpg,1.25,4.64,294.00
201310072004.jpg,1.02,4.55,325.00
201310072204.jpg,0.74,4.39,0.00
201310081203.jpg,0.40,5.74,209.00
201310092204.jpg,0.28,2.07,37.00
201310101204.jpg,0.34,2.22,178.00
201310101404.jpg,0.27,2.10,196.00
201310101804.jpg,0.11,2.64,-1.00
201310102004.jpg,0.14,3.34,-1.00
201310111204.jpg,0.34,2.20,170.00
201310111404.jpg,0.35,2.19,175.00
201310111534.jpg,0.24,2.03,-1.00
201310121203.jpg,0.39,2.17,167.00
201310121403.jpg,0.39,2.18,183.00
201310121604.jpg,0.27,2.02,180.00
201310121804.jpg,0.42,2.53,212.00
201310122004.jpg,0.32,2.83,241.00
201310122203.jpg,0.35,2.21,247.00
201310131204.jpg,0.66,4.15,4.00
201310131403.jpg,0.72,4.32,180.00
201310131603.jpg,0.99,4.37,359.00
201310131804.jpg,1.27,5.03,342.00
201310132004.jpg,1.24,5.41,34.00
201310132204.jpg,0.90,4.95,358.00
201310141204.jpg,0.88,4.12,32.00
201310141403.jpg,0.74,4.19,34.00
201310141604.jpg,0.68,4.10,28.00
201310141804.jpg,0.60,4.39,180.00
201310142003.jpg,0.58,4.21,22.00
201310142204.jpg,0.70,3.55,34.00
201310151203.jpg,0.47,2.02,-1.00
201310151603.jpg,0.46,2.38,183.00
201310151803.jpg,0.44,2.32,184.00
201310152003.jpg,0.45,2.30,-1.00
201310152204.jpg,0.39,2.43,90.00
201310161203.jpg,1.03,4.03,284.00
201310161403.jpg,0.99,4.00,280.00
201310161603.jpg,1.02,4.10,90.00
201310161804.jpg,1.21,4.26,291.00
201310162003.jpg,1.22,4.46,254.00
201310162204.jpg,0.88,3.82,273.00
201310171203.jpg,0.59,3.27,302.00
201310171403.jpg,0.60,3.41,296.00
201310171603.jpg,0.76,3.34,279.00
201310171804.jpg,1.29,3.88,296.00
201310172004.jpg,1.30,4.22,285.00
201310172204.jpg,1.49,4.34,303.00
201310181203.jpg,0.58,3.04,254.00
201310181404.jpg,0.83,3.71,180.00
201310181604.jpg,0.88,3.83,284.00
201310181804.jpg,1.04,4.25,191.00
201310182004.jpg,1.08,4.46,289.00
201310182204.jpg,1.15,4.23,270.00
201310191203.jpg,1.15,3.33,270.00
201310191403.jpg,1.02,3.86,290.00
201310191603.jpg,0.90,4.06,299.00
201310191804.jpg,0.83,3.69,279.00
201310192004.jpg,1.41,3.68,270.00
201310192204.jpg,1.54,4.33,221.00
201310201203.jpg,0.95,3.74,284.00
201310201404.jpg,0.72,3.88,283.00
201310201603.jpg,0.49,3.52,-1.00
201310201804.jpg,0.27,3.02,309.00
201310202004.jpg,0.39,2.09,28.00
201310202203.jpg,0.43,2.34,-1.00
201310211203.jpg,0.87,3.85,280.00
201310211403.jpg,1.19,3.79,16.00
201310211603.jpg,1.41,4.79,302.00
201310211804.jpg,1.13,4.93,325.00
201310212003.jpg,0.90,4.70,324.00
201310212204.jpg,1.08,4.26,272.00
201310221203.jpg,1.32,4.88,349.00
201310221403.jpg,1.09,4.93,348.00
201310221433.jpg,1.05,4.64,310.00
201310221803.jpg,0.78,4.79,340.00
201310222003.jpg,0.87,3.39,-1.00
201310222204.jpg,0.55,3.24,286.00
201310231203.jpg,2.42,5.67,331.00
201310231404.jpg,1.93,6.18,337.00
201310231604.jpg,1.81,6.03,349.00
201310231804.jpg,1.62,5.81,351.00
201310232004.jpg,1.19,5.42,7.00
201310232204.jpg,1.50,5.31,270.00
201310241203.jpg,1.33,5.26,332.00
201310241404.jpg,1.66,5.68,348.00
201310241604.jpg,2.02,6.13,-1.00
201310241804.jpg,1.70,6.12,334.00
201310242004.jpg,1.59,6.06,316.00
201310242203.jpg,1.62,6.03,330.00
201310251203.jpg,1.45,6.55,326.00
201310251403.jpg,1.45,6.39,356.00
201310251604.jpg,1.25,6.82,37.00
201310251804.jpg,0.98,6.21,34.00
201310252004.jpg,0.91,5.60,12.00
201310252204.jpg,1.01,4.13,270.00
201310261203.jpg,1.94,5.06,270.00
201310261403.jpg,1.88,4.76,257.00
201310261603.jpg,1.48,4.76,277.00
201310261804.jpg,1.52,4.49,270.00
201310262003.jpg,1.08,4.16,-1.00
201310262204.jpg,1.86,4.24,0.00
201310271203.jpg,0.99,6.50,26.00
201310271403.jpg,0.82,6.41,342.00
201310271603.jpg,0.76,6.39,86.00
201310271804.jpg,0.71,5.64,293.00
201310272003.jpg,0.63,4.98,263.00
201310272204.jpg,0.63,3.30,97.00
201310281203.jpg,0.32,2.52,-1.00
201310281403.jpg,0.34,2.50,296.00
201310281604.jpg,0.73,4.31,349.00
201310281804.jpg,1.34,6.01,359.00
201310282004.jpg,1.67,6.81,180.00
201310282204.jpg,1.71,7.47,11.00
201310291203.jpg,0.92,5.60,32.00
201310291404.jpg,0.73,5.42,10.00
201310291603.jpg,0.59,5.50,21.00
201310291804.jpg,0.48,5.41,5.00
201310292004.jpg,0.35,4.63,13.00
201310292203.jpg,0.32,3.64,294.00
