id,H,T,MWDIR
201605201334.jpg,0.09,2.1,999.0
201605201434.jpg,0.24,99.0,34.0
201605201534.jpg,0.28,2.01,999.0
201605201634.jpg,0.39,99.0,999.0
201605201733.jpg,0.43,2.5,999.0
201605201834.jpg,0.42,2.75,37.0
201605201934.jpg,0.39,2.62,22.0
201605202034.jpg,0.35,2.55,26.0
201605202134.jpg,0.36,2.73,16.0
201605202234.jpg,0.38,2.61,48.0
201605210034.jpg,0.39,3.1,35.0
201605211234.jpg,0.34,2.73,344.0
201605211334.jpg,0.33,2.67,11.0
201605211434.jpg,0.36,2.93,999.0
201605211534.jpg,0.33,2.74,331.0
201605211734.jpg,0.4,2.61,340.0
201605211834.jpg,0.46,2.97,999.0
201605211934.jpg,0.38,2.91,354.0
201605212034.jpg,0.3,2.65,343.0
201605212134.jpg,0.29,2.86,9.0
201605212234.jpg,0.28,3.09,13.0
201605221234.jpg,0.19,3.25,999.0
201605221334.jpg,0.22,2.09,999.0
201605221434.jpg,0.29,99.0,327.0
201605221534.jpg,0.31,2.17,312.0
201605221634.jpg,0.3,2.27,337.0
201605221734.jpg,0.3,2.56,10.0
201605221834.jpg,0.26,2.58,357.0
201605221934.jpg,0.27,2.57,319.0
201605222034.jpg,0.26,2.65,353.0
201605222234.jpg,0.25,2.76,999.0
201605230034.jpg,0.24,2.97,6.0
201605231333.jpg,0.13,3.11,24.0
201605231433.jpg,0.13,3.01,5.0
201605231534.jpg,0.12,3.04,18.0
201605231634.jpg,0.13,2.9,999.0
201605231734.jpg,0.11,3.08,999.0
201605231833.jpg,0.13,2.32,999.0
201605231934.jpg,0.11,3.24,338.0
201605232034.jpg,0.11,2.6,19.0
201605232134.jpg,0.1,2.65,14.0
201605232234.jpg,0.1,2.22,999.0
201605240034.jpg,0.24,99.0,165.0
201605241234.jpg,0.11,99.0,255.0
201605241334.jpg,0.09,99.0,247.0
201605241433.jpg,0.25,2.18,220.0
201605241533.jpg,0.3,2.11,229.0
201605241634.jpg,0.25,2.54,244.0
201605241734.jpg,0.24,2.08,256.0
201605241834.jpg,0.23,2.07,246.0
201605241934.jpg,0.23,2.25,244.0
201605242034.jpg,0.2,2.26,0.0
201605242134.jpg,0.19,2.08,999.0
201605242234.jpg,0.19,99.0,999.0
201605250034.jpg,0.27,99.0,226.0
201605251234.jpg,0.15,99.0,229.0
201605251333.jpg,0.14,99.0,999.0
201605251434.jpg,0.08,99.0,176.0
201605251634.jpg,0.12,99.0,999.0
201605251733.jpg,0.17,99.0,999.0
201605251834.jpg,0.23,99.0,281.0
201605251934.jpg,0.49,2.82,248.0
201605252034.jpg,0.3,99.0,342.0
201605252134.jpg,0.36,2.18,331.0
201605252234.jpg,0.39,2.91,3.0
201605260034.jpg,0.37,2.4,345.0
201605261233.jpg,0.33,2.1,217.0
201605261334.jpg,0.25,2.23,999.0
201605261434.jpg,0.23,2.23,220.0
201605261534.jpg,0.22,2.41,999.0
201605261634.jpg,0.21,2.36,999.0
201605261734.jpg,0.18,2.38,242.0
201605261834.jpg,0.19,2.43,291.0
201605261934.jpg,0.18,2.55,90.0
201605262034.jpg,0.16,2.35,247.0
201605262134.jpg,0.13,2.27,999.0
201605262234.jpg,0.12,2.19,999.0
201605270034.jpg,0.28,99.0,223.0
201605271234.jpg,0.23,99.0,215.0
201605271334.jpg,0.22,2.0,244.0
201605271434.jpg,0.23,99.0,242.0
201605271534.jpg,0.32,99.0,999.0
201605271634.jpg,0.35,2.17,220.0
201605271733.jpg,0.41,2.37,242.0
201605271934.jpg,0.25,99.0,999.0
201605272034.jpg,0.12,99.0,205.0
201605272134.jpg,0.14,99.0,999.0
201605272234.jpg,0.43,2.22,999.0
201605280034.jpg,0.35,2.7,254.0
201605281233.jpg,0.61,2.81,999.0
201605281334.jpg,0.67,3.02,999.0
201605281433.jpg,0.68,3.01,999.0
201605281534.jpg,0.61,3.04,290.0
201605281634.jpg,0.58,2.94,248.0
201605281734.jpg,0.56,2.96,999.0
201605281833.jpg,0.54,3.06,999.0
201605281934.jpg,0.48,2.93,256.0
201605282134.jpg,0.32,2.8,256.0
201605282234.jpg,0.31,99.0,211.0
201605291634.jpg,0.35,3.03,-1.0
201605291734.jpg,0.33,3.12,262.0
201605291834.jpg,0.25,2.94,999.0
201605291934.jpg,0.27,2.87,278.0
201605292034.jpg,0.22,2.87,999.0
201605292134.jpg,0.19,2.76,999.0
201605292234.jpg,0.18,2.72,288.0
201605301234.jpg,0.15,2.22,167.0
201605301333.jpg,0.15,2.46,999.0
201605301434.jpg,0.2,99.0,999.0
201605301534.jpg,0.17,99.0,122.0
201605301634.jpg,0.16,2.21,145.0
201605301734.jpg,0.15,2.35,172.0
201605301834.jpg,0.12,99.0,999.0
201605301934.jpg,0.12,99.0,999.0
201605302034.jpg,0.14,99.0,53.0
201605302134.jpg,0.15,99.0,39.0
201605302234.jpg,0.19,99.0,41.0
201605311234.jpg,0.11,99.0,77.0
201605311334.jpg,0.1,99.0,999.0
201605311434.jpg,0.15,99.0,35.0
201605311534.jpg,0.16,99.0,57.0
201605311634.jpg,0.66,2.15,248.0
201605311734.jpg,0.27,99.0,356.0
201605311934.jpg,0.64,3.57,318.0
201605312134.jpg,0.53,3.86,999.0
201605312233.jpg,0.48,3.07,999.0
201606010033.jpg,0.27,2.82,329.0
201606011333.jpg,0.22,99.0,164.0
201606011433.jpg,0.21,99.0,146.0
201606011533.jpg,0.18,99.0,187.0
201606011633.jpg,0.16,99.0,163.0
201606011733.jpg,0.15,99.0,179.0
201606011834.jpg,0.12,99.0,152.0
201606011933.jpg,0.14,2.19,220.0
201606012034.jpg,0.11,2.19,999.0
201606012134.jpg,0.1,2.19,139.0
201606012234.jpg,0.11,2.19,131.0
201606021234.jpg,0.06,99.0,999.0
201606021334.jpg,0.07,99.0,999.0
201606021434.jpg,0.04,2.65,55.0
201606021534.jpg,0.07,2.01,146.0
201606021634.jpg,0.06,99.0,87.0
201606021734.jpg,0.09,99.0,999.0
201606021834.jpg,0.07,99.0,62.0
201606021934.jpg,0.08,2.09,999.0
201606022034.jpg,0.06,2.26,999.0
201606022134.jpg,0.14,99.0,94.0
201606022234.jpg,0.27,99.0,47.0
201606030034.jpg,0.32,2.75,35.0
201606031334.jpg,0.12,2.22,257.0
201606031434.jpg,0.11,2.22,999.0
201606031534.jpg,0.14,2.28,999.0
201606031634.jpg,0.15,2.07,999.0
201606031734.jpg,0.13,99.0,44.0
201606031934.jpg,0.19,99.0,65.0
201606032034.jpg,0.15,99.0,74.0
201606032134.jpg,0.14,99.0,999.0
201606032234.jpg,0.1,99.0,63.0
201606040034.jpg,0.09,99.0,-1.0
201606041234.jpg,0.34,99.0,212.0
201606041334.jpg,0.37,99.0,203.0
201606041434.jpg,0.34,2.05,999.0
201606041534.jpg,0.23,99.0,180.0
201606041634.jpg,0.15,99.0,999.0
201606041734.jpg,0.12,99.0,999.0
201606041834.jpg,0.1,99.0,999.0
201606041934.jpg,0.07,99.0,999.0
201606042034.jpg,0.06,2.39,999.0
201606042134.jpg,0.07,3.26,59.0
201606042233.jpg,0.07,4.63,999.0
201606050034.jpg,0.21,99.0,197.0
201606050134.jpg,0.31,2.09,227.0
201606051334.jpg,0.46,3.44,286.0
201606051534.jpg,0.41,3.39,283.0
201606051634.jpg,0.35,3.56,307.0
201606051734.jpg,0.34,3.48,305.0
201606051834.jpg,0.35,3.54,327.0
201606051934.jpg,0.36,3.43,301.0
201606052034.jpg,0.43,3.54,300.0
201606052134.jpg,0.53,3.69,333.0
201606060134.jpg,0.52,3.64,358.0
201606061434.jpg,0.38,2.18,275.0
201606061534.jpg,0.56,2.16,60.0
201606061634.jpg,0.49,3.02,999.0
201606061734.jpg,0.47,3.5,999.0
201606061834.jpg,0.35,3.25,320.0
201606061934.jpg,0.32,3.31,292.0
201606062134.jpg,0.51,4.06,302.0
201606062234.jpg,0.54,3.97,299.0
201606071234.jpg,1.39,4.93,999.0
201606071334.jpg,1.32,5.02,308.0
201606071434.jpg,1.24,5.36,4.0
201606071634.jpg,1.03,5.04,61.0
201606071734.jpg,0.94,4.92,9.0
201606071834.jpg,0.96,5.09,1.0
201606071934.jpg,0.82,5.18,22.0
201606072034.jpg,0.78,5.37,999.0
201606072134.jpg,0.66,5.01,10.0
201606072234.jpg,0.62,4.91,31.0
201606080034.jpg,0.61,5.09,12.0
201606080134.jpg,0.63,5.33,999.0
201606081234.jpg,0.41,2.89,999.0
201606081334.jpg,0.42,2.81,330.0
201606081534.jpg,0.52,2.97,9.0
201606081634.jpg,0.51,3.23,356.0
201606081734.jpg,0.52,3.02,17.0
201606081834.jpg,0.64,3.21,999.0
201606081934.jpg,0.6,3.09,24.0
201606082034.jpg,0.68,3.31,999.0
201606082134.jpg,0.65,3.84,359.0
201606082234.jpg,0.62,4.15,60.0
201606091234.jpg,0.22,99.0,999.0
201606091334.jpg,0.2,99.0,215.0
201606091434.jpg,0.16,99.0,239.0
201606091534.jpg,0.19,2.18,242.0
201606091634.jpg,0.16,2.09,237.0
201606091734.jpg,0.15,99.0,999.0
201606091834.jpg,0.1,3.63,185.0
201606091933.jpg,0.13,3.17,273.0
201606092034.jpg,0.16,99.0,999.0
201606092134.jpg,0.18,99.0,64.0
201606100033.jpg,0.19,99.0,143.0
201606101234.jpg,0.09,99.0,49.0
201606101334.jpg,0.08,2.05,198.0
201606101434.jpg,0.13,99.0,137.0
201606101534.jpg,0.09,2.3,23.0
201606101633.jpg,0.1,99.0,144.0
201606101734.jpg,0.18,99.0,279.0
201606101834.jpg,0.32,2.45,252.0
201606101934.jpg,0.39,3.08,-1.0
201606102034.jpg,0.33,2.89,255.0
201606102134.jpg,0.37,3.14,999.0
201606102234.jpg,0.32,3.01,289.0
201606110134.jpg,0.35,2.32,285.0
201606111234.jpg,0.29,2.41,348.0
201606111434.jpg,0.26,2.47,264.0
201606111534.jpg,0.24,2.47,999.0
201606111634.jpg,0.2,2.4,182.0
201606111734.jpg,0.18,2.93,167.0
201606111834.jpg,0.18,3.95,152.0
201606111934.jpg,0.17,3.8,336.0
201606112034.jpg,0.15,3.49,999.0
201606112134.jpg,0.15,2.42,999.0
201606112234.jpg,0.16,2.96,320.0
201606120034.jpg,0.23,99.0,295.0
201606121234.jpg,1.44,4.81,340.0
201606121334.jpg,1.35,4.77,93.0
201606121434.jpg,1.23,4.66,999.0
201606121534.jpg,1.31,4.87,28.0
201606121634.jpg,1.54,4.67,349.0
201606121734.jpg,1.47,5.34,6.0
201606121834.jpg,1.4,4.91,999.0
201606121934.jpg,1.29,4.77,999.0
201606122034.jpg,1.09,4.58,237.0
201606122134.jpg,1.21,4.58,349.0
201606122234.jpg,1.27,4.7,999.0
201606131234.jpg,0.39,4.35,177.0
201606131333.jpg,0.35,4.04,1.0
201606131434.jpg,0.34,3.99,104.0
201606131534.jpg,0.43,3.67,37.0
201606131634.jpg,0.35,3.67,43.0
201606131734.jpg,0.31,3.69,999.0
201606131834.jpg,0.25,2.67,999.0
201606131934.jpg,0.32,99.0,999.0
201606132034.jpg,0.32,2.31,999.0
201606132135.jpg,0.31,2.41,49.0
201606132234.jpg,0.49,2.49,22.0
201606140034.jpg,0.31,3.03,47.0
201606140134.jpg,0.26,2.89,33.0
201606141234.jpg,0.26,99.0,125.0
201606141433.jpg,0.32,99.0,128.0
201606141534.jpg,0.27,99.0,999.0
201606141634.jpg,0.24,99.0,150.0
201606141734.jpg,0.3,99.0,150.0
201606141834.jpg,0.3,99.0,176.0
201606141934.jpg,0.27,99.0,153.0
201606142033.jpg,0.23,99.0,137.0
201606142133.jpg,0.27,99.0,141.0
201606142233.jpg,0.3,99.0,153.0
201606150033.jpg,0.27,99.0,173.0
201606150133.jpg,0.28,99.0,999.0
201606151234.jpg,0.12,2.05,999.0
201606151334.jpg,0.11,2.2,209.0
201606151434.jpg,0.09,2.17,248.0
201606151534.jpg,0.11,2.0,999.0
201606151634.jpg,0.17,99.0,50.0
201606151734.jpg,0.18,99.0,999.0
201606151834.jpg,0.17,99.0,999.0
201606151934.jpg,0.15,99.0,999.0
201606152034.jpg,0.14,99.0,999.0
201606152135.jpg,0.11,99.0,999.0
201606152234.jpg,0.14,99.0,82.0
201606161234.jpg,1.22,4.1,999.0
201606161334.jpg,1.32,4.36,227.0
201606161434.jpg,1.39,4.51,81.0
201606161534.jpg,2.01,5.0,999.0
201606161634.jpg,2.11,6.06,3.0
201606161734.jpg,2.14,6.47,8.0
201606161834.jpg,2.46,6.55,10.0
201606161934.jpg,2.2,6.86,22.0
201606162034.jpg,2.11,6.2,359.0
201606162134.jpg,1.75,5.97,7.0
201606162234.jpg,1.6,6.3,16.0
201606170034.jpg,1.3,5.98,6.0
201606171234.jpg,0.61,4.23,324.0
201606171434.jpg,0.57,4.33,11.0
201606171534.jpg,0.61,4.79,999.0
201606171634.jpg,0.79,3.22,358.0
201606171738.jpg,0.92,3.68,999.0
201606171934.jpg,0.7,3.85,355.0
201606172034.jpg,0.61,3.8,13.0
201606172134.jpg,0.55,3.96,8.0
201606172234.jpg,0.6,3.82,32.0
201606181334.jpg,0.18,2.64,42.0
201606181434.jpg,0.23,2.05,20.0
201606181534.jpg,0.28,99.0,999.0
201606181634.jpg,0.3,99.0,999.0
201606181734.jpg,0.27,2.26,10.0
201606181834.jpg,0.24,99.0,62.0
201606182034.jpg,0.18,99.0,46.0
201606182134.jpg,0.18,2.13,30.0
201606182234.jpg,0.17,99.0,129.0
201606190034.jpg,0.15,2.25,999.0
201606190134.jpg,0.15,2.37,999.0
201606191234.jpg,0.17,2.1,999.0
201606191334.jpg,0.14,99.0,130.0
201606191434.jpg,0.16,2.05,155.0
201606191534.jpg,0.16,99.0,999.0
201606191634.jpg,0.17,99.0,999.0
201606191734.jpg,0.16,2.1,168.0
201606191834.jpg,0.15,99.0,999.0
201606191934.jpg,0.22,2.11,246.0
201606192034.jpg,0.2,2.23,999.0
201606192134.jpg,0.17,2.25,999.0
201606192234.jpg,0.15,2.17,265.0
201606200034.jpg,0.15,2.36,999.0
201606201233.jpg,0.65,3.11,999.0
201606201434.jpg,0.74,3.58,277.0
201606201534.jpg,0.73,3.86,270.0
201606201634.jpg,0.61,3.82,308.0
201606201734.jpg,0.57,3.68,999.0
201606201834.jpg,0.5,3.39,281.0
201606201934.jpg,0.46,3.43,287.0
201606202034.jpg,0.35,3.27,296.0
201606202134.jpg,0.29,3.12,296.0
201606202234.jpg,0.22,2.92,999.0
201606211234.jpg,0.54,3.49,7.0
201606211434.jpg,0.39,3.67,278.0
201606211534.jpg,0.32,3.44,73.0
201606211634.jpg,0.3,3.41,4.0
201606211734.jpg,0.28,3.85,8.0
201606211834.jpg,0.27,3.88,5.0
201606211934.jpg,0.27,3.7,48.0
201606212034.jpg,0.2,4.02,22.0
201606212134.jpg,0.21,3.69,2.0
201606212234.jpg,0.19,3.59,27.0
201606221333.jpg,0.24,99.0,280.0
201606221434.jpg,0.17,2.22,279.0
201606221534.jpg,0.16,2.12,999.0
201606221634.jpg,0.14,2.29,269.0
201606221734.jpg,0.12,2.07,275.0
201606221834.jpg,0.18,99.0,227.0
201606221934.jpg,0.12,99.0,246.0
201606222034.jpg,0.17,99.0,139.0
201606222134.jpg,0.35,99.0,999.0
201606222234.jpg,0.7,3.31,38.0
201606230034.jpg,0.48,3.48,999.0
201606231233.jpg,0.33,2.07,27.0
201606231333.jpg,0.37,2.7,20.0
201606231434.jpg,0.34,2.89,17.0
201606231534.jpg,0.38,3.0,999.0
201606231633.jpg,0.56,2.98,3.0
201606231834.jpg,0.7,3.26,999.0
201606231934.jpg,0.67,3.86,2.0
201606232033.jpg,0.7,4.1,999.0
201606232134.jpg,0.8,4.07,11.0
201606232234.jpg,0.93,3.8,341.0
201606240133.jpg,0.8,4.48,11.0
201606241333.jpg,0.45,3.88,19.0
201606241434.jpg,0.45,3.83,999.0
201606241533.jpg,0.4,3.67,359.0
201606241634.jpg,0.4,3.85,241.0
201606241734.jpg,0.43,3.79,204.0
201606241834.jpg,0.39,3.04,999.0
201606241934.jpg,0.37,2.92,999.0
201606242034.jpg,0.34,3.26,999.0
201606242134.jpg,0.33,2.67,4.0
201606242234.jpg,0.32,2.75,97.0
201606251234.jpg,0.29,99.0,191.0
201606251334.jpg,0.24,99.0,212.0
201606251434.jpg,0.2,99.0,190.0
201606251534.jpg,0.21,99.0,163.0
201606251634.jpg,0.19,99.0,159.0
201606251734.jpg,0.25,99.0,151.0
201606251834.jpg,0.25,99.0,181.0
201606251934.jpg,0.26,99.0,211.0
201606252034.jpg,0.27,99.0,188.0
201606252134.jpg,0.25,99.0,200.0
201606252234.jpg,0.23,99.0,226.0
201606260134.jpg,0.31,99.0,198.0
201606261234.jpg,0.31,99.0,999.0
201606261334.jpg,0.22,99.0,999.0
201606261434.jpg,0.25,99.0,12.0
201606261534.jpg,0.28,2.01,4.0
201606261634.jpg,0.22,2.0,999.0
201606261734.jpg,0.19,99.0,22.0
201606261834.jpg,0.15,99.0,999.0
201606262034.jpg,0.11,2.88,290.0
201606270034.jpg,0.17,99.0,227.0
201606271434.jpg,0.19,2.25,266.0
201606271534.jpg,0.18,2.19,999.0
201606271634.jpg,0.32,99.0,359.0
201606271734.jpg,0.53,2.4,999.0
201606271834.jpg,0.73,3.08,188.0
201606271934.jpg,0.78,3.12,999.0
201606272034.jpg,0.79,3.39,999.0
201606281334.jpg,1.78,5.82,359.0
201606281434.jpg,1.69,6.06,358.0
201606281534.jpg,1.77,6.45,999.0
201606281634.jpg,1.79,6.29,155.0
201606281734.jpg,1.96,6.03,7.0
201606281834.jpg,2.06,6.49,306.0
201606281934.jpg,2.32,6.46,13.0
201606282034.jpg,2.24,6.59,12.0
201606282134.jpg,2.06,5.85,6.0
201606282234.jpg,1.94,6.31,27.0
201606291234.jpg,0.59,3.73,342.0
201606291334.jpg,0.56,3.82,999.0
201606291434.jpg,0.51,4.09,35.0
201606291534.jpg,0.51,3.95,999.0
201606291634.jpg,0.46,4.03,73.0
201606291734.jpg,0.38,3.91,110.0
201606291834.jpg,0.37,3.73,42.0
201606291934.jpg,0.36,3.67,22.0
201606292034.jpg,0.32,3.5,26.0
201606292134.jpg,0.26,3.41,22.0
201606300034.jpg,0.16,3.05,999.0
201606300134.jpg,0.13,3.23,348.0
201606301234.jpg,0.12,99.0,143.0
201606301334.jpg,0.1,99.0,999.0
201606301434.jpg,0.11,99.0,70.0
201606301734.jpg,0.26,2.05,251.0
201606301834.jpg,0.26,2.08,258.0
201606301934.jpg,0.26,2.23,999.0
201606302034.jpg,0.23,2.07,232.0
201606302134.jpg,0.18,2.03,258.0
201606302234.jpg,0.18,2.32,280.0
201607010034.jpg,0.17,99.0,999.0
201607010134.jpg,0.16,99.0,203.0
201607011234.jpg,1.86,6.12,343.0
201607011334.jpg,1.89,6.68,20.0
201607011434.jpg,1.79,6.69,5.0
201607011534.jpg,1.81,6.6,360.0
201607011634.jpg,1.86,6.8,2.0
201607011734.jpg,1.87,7.09,347.0
201607011834.jpg,1.58,6.29,8.0
201607011934.jpg,2.05,6.78,999.0
201607012034.jpg,1.75,6.43,1.0
201607012134.jpg,1.71,6.52,360.0
201607012234.jpg,1.43,5.84,4.0
201607021234.jpg,0.34,4.8,96.0
201607021334.jpg,0.33,4.49,352.0
201607021434.jpg,0.32,4.2,12.0
201607021534.jpg,0.32,4.42,10.0
201607021634.jpg,0.36,3.2,263.0
201607021734.jpg,0.38,2.56,999.0
201607021834.jpg,0.33,3.27,999.0
201607021934.jpg,0.29,2.46,999.0
201607022034.jpg,0.24,99.0,999.0
201607022134.jpg,0.2,99.0,14.0
201607022234.jpg,0.16,99.0,999.0
201607030034.jpg,0.14,99.0,-1.0
201607031234.jpg,0.28,2.08,99.0
201607031334.jpg,0.31,2.19,59.0
201607031434.jpg,0.3,99.0,113.0
201607031534.jpg,0.32,99.0,176.0
201607031634.jpg,0.27,99.0,157.0
201607031734.jpg,0.26,99.0,148.0
201607031834.jpg,0.27,99.0,999.0
201607031934.jpg,0.31,99.0,131.0
201607032034.jpg,0.3,99.0,181.0
201607032134.jpg,0.28,2.19,30.0
201607032234.jpg,0.23,2.84,5.0
201607040034.jpg,0.23,2.08,134.0
201607040134.jpg,0.28,99.0,131.0
201607041234.jpg,0.13,2.37,105.0
201607041333.jpg,0.17,2.24,999.0
201607041434.jpg,0.16,2.39,999.0
201607041534.jpg,0.19,99.0,328.0
201607041634.jpg,0.18,99.0,298.0
201607041734.jpg,0.18,99.0,999.0
201607041834.jpg,0.22,99.0,31.0
201607041934.jpg,0.24,99.0,999.0
201607042034.jpg,0.22,99.0,62.0
201607042134.jpg,0.2,99.0,72.0
201607042234.jpg,0.16,99.0,999.0
201607050134.jpg,0.09,99.0,999.0
201607051234.jpg,0.17,99.0,306.0
201607051334.jpg,0.11,99.0,283.0
201607051434.jpg,0.11,99.0,999.0
201607051534.jpg,0.13,2.0,138.0
201607051634.jpg,0.14,99.0,999.0
201607051734.jpg,0.11,99.0,999.0
201607051834.jpg,0.1,99.0,999.0
201607051934.jpg,0.1,2.03,999.0
201607052034.jpg,0.09,99.0,999.0
201607052134.jpg,0.13,99.0,999.0
201607052234.jpg,0.11,99.0,999.0
